texto,review_score,sentimento
Comprei um produto e foi entregue outro de valor correspondente a aproximadamente metade do valor do produto que eu havia comprado.,1,negativo
"Produto otimo, entregue antea do prazo.",5,positivo
"Tudo Certo!Satisfeita  Gostei da experiência o produto conforme o anunciado, bonito as medições corretas.
Muito satisfeita.",5,positivo
"o produto veio na data prevista! 
O material é de otima qualidade!
Ameiiiiii",4,positivo
Ótimo!!!,5,positivo
"Adorei o produto, atendeu à todas as expectativas, chegou antes do prazo estabelecido para entrega.",5,positivo
Adorei as compras pelo site site confiável,5,positivo
As lentes estao com defeito nao sei se a cx toda,1,negativo
"MUITO BOM , ENTREGOU BEM ANTES DO PRAZO!",5,positivo
"Excelente O produto foi entregue bem antes do prazo, quanto a qualidade parece boa...",5,positivo
produto otimo,5,positivo
"o produto é uma porcaria. não vieram todos os parafusos, o produto entortou o cano com a primeira sentada na rede.",2,negativo
"O produtor chegou dentro do último prazo que falaram. Pq na primeira página o prazo era de 12 dias, depois aumentou para 1 mes, mas chegou. E o produto é bom, deu super certo na nossa Tv.",4,positivo
Excelente Super recomendo,5,positivo
"comprei 2 caixas do xtramaster,só mandaram 1,talvez tenha confundido é o que eu espero que tenha acontecido e enviei a outra caixa. Estou aguardando",1,negativo
Otimo,5,positivo
otimo,5,positivo
Bom produto,5,positivo
"Excelente produto... Os pincéis são de ótima qualidade e muito lindos, e vem com um estojo maravilhoso, recomendo...",5,positivo
"Adoreiii Comprei e chegou da antes do prazo, adorei, lindo, super recomendo!",5,positivo
boneca muito bonita minha filha amou,5,positivo
Satisfeita! Tudo conforme o esperado.,5,positivo
"Achei estranha a embalage Recebi o produto numa embalagem de papel, geralmente esses relógios vem numa embalagem de materiais duro etc, fiquei com medo de ser falsificado.",2,negativo
Comprei 2 pendentes e só me entregaram 1,1,negativo
"Como sempre, a lannister.com supera as expectativas!!",5,positivo
"Fiquei bem chateado, estalou esperando meu produto até agora e fico sabendo que está em cancelamento do pedido.
Queria muito o produto é agora estou triste e com uma má impressão da loja!",1,negativo
Pontualidade Produto entregue antes do prazo,4,positivo
"COMPETENTE RAPIDO, PARABENS ATENDEU UMA NECESSIDADE DE URGENCIA .",5,positivo
bom  entregue antes do prazo muito bom,5,positivo
Prazo mto longo!!,3,neutro
"Elogio Produto original, como na foto.",5,positivo
"Produto conforme especificação, bem embalado e bonito conforme as imagens.",4,positivo
Muito bom,5,positivo
"PÉSSIMO O PRODUTO É DE PÉSSIMA QUALIDADE. DEVERIAM COLOCAR NA DESCRIÇÃO Q SE TRATAVA DE UM RÉPLICA. SEM CONDIÇÕES DE PRESENTEAR ALGUÉM COM AQUILO. HORRÍVEL. PAGUEI MAIS DE R$ 80 EM BRINQUEDO DE LOJAS DE 1,99",1,negativo
Gostei bastante,5,positivo
Produto muito alem do esperado,4,positivo
gostei.,3,neutro
"Produto chegou antes do prazo, conforme anúncio tudo ok, obrigado pela atenção !! Agora minha esposa pode organizar as roupinhas dela é do meu filho.",5,positivo
Eu estou muito satisfeito com o produto e não tive nenhum poblema com essa entrega,5,positivo
"lindo aparelho, recomendo a todos.",5,positivo
Além de demorar muito na entrega ainda veio errado.,1,negativo
Ok,5,positivo
"SRS, O PRODUTO ENVIADO É FALSO, NÃO É ORIGINAL LG. TRATA-SE DE PRODUTO PIRATA / CHING LING. SOLICITO TROCA POR ORIGINAL.",1,negativo
muito bom,4,positivo
Muito bom,5,positivo
"produto errado venho outro modelo de relógio casio, diferente do relógio que comprei.",1,negativo
"estou desapontado, já paguei ao stark 2 parcelas e não recebi o produto .",1,negativo
"Foi solicitado três unidade, porém recebi somente duas unidade.",3,neutro
"o produto veio correto, a barra magnética atendeu minhas expectativas ela gruda bem as facas isso porque minhas facas são grandes, não caem de forma alguma",4,positivo
"Ontem, dia 04/Abril, recebi apenas 01 cuba das 04 unidades compradas. Ainda falta receber mais 03. Espero que tenha sido um erro não ter recebido o pedido integralmente numa única entrega.",1,negativo
AINDA NÃO RECEBI O Nitro Hard 2300g Chocolate - Integralmédica E TAMBÉM NÃO RECEBI O BCCAA DA MESMA MARCA,1,negativo
Produto,2,negativo
"Compra sem problemas, produto OK entregue no prazo.",4,positivo
atraso na entrega nao recebi meu produto e nem uma posição sobre o mesmo,1,negativo
"Muito rápida a entrega Antes do prazo combinado, produto top!",5,positivo
"O produto chegou dentro do prazo estimado, mas ainda assim é um prazo muito longo.",4,positivo
bom Muito bom,5,positivo
Até o momento não recebi o produto ( Oculos Lupa Cabeça 8 Lentes 2 Leds Alto Brilho para Ourives.,4,positivo
ainda não recebi o produto. ninguém entrou em contato. NÃo recomendo a ninguém . sou cliente baratheon mt tempo primeira vez que acontece essa situação.,1,negativo
MT bom,5,positivo
Como devo proceder para ser ressarcida?,1,negativo
gostei da pontualidade,5,positivo
não compro mais dessa parceira do baratheon fazer 30 dias que comprei nem a nota fiscal foi emitida ainda.,1,negativo
fui bem atendido,5,positivo
"Sempre no prazo , sempre bons produtos. Recomendo",5,positivo
"Não sei o que aconteceu mais o meu produto foi desenvolvido ao contrário,",3,neutro
"Mega satisfeita! Recomendo este produto, mt bom. Lojas lannister está de parabéns entregou bem antes do combinado.",5,positivo
"Comprei dois produtos, infelizmente acabou vindo de cada vez e cada um cobrou um frete..",3,neutro
Otimo,5,positivo
Super rápido Boa qualidade,4,positivo
10,5,positivo
"Satisfeito com o produto.
Muito bom",5,positivo
Muito bom,3,neutro
Foi cancelado este produto,1,negativo
Não tenho como avaliar  Até o momento não recebi o produto então não tenho nada a opinar.,1,negativo
"Se eu não tivesse precisando tanto, iria devolver, pois na imagem mostra que a película cobre toda a volta do botão que fica na parte inferior do celular, quando na verdade não cobre!",3,neutro
Muito bom,4,positivo
"O produto foi entregue na casa errada. Minha vizinha foi quem recebeu. peço que verifiquem com a empresa que entregou, pois não é primeira vez que isso acontece",5,positivo
A baratheon é muito comprometida com seus clientes pois produto chegou perfeitamente em minha residencia e dentro do prazo.,5,positivo
Bom,5,positivo
Nso entregou todos os produtos,1,negativo
"O produto demorou demais pra ser entregue.. um mês!
A embalagem não é a do produto e sim de outro modelo.
Ou seja parecia produto de mostruário réplica
O relógio veio configurado hora e outras funç",1,negativo
Boa Não recebi a nota fiscal do produto. Preciso da nota.,4,positivo
Estou muito satisfeita com o produto recebido,5,positivo
A mercadoria chegou 12 dias antes da data prevista. Parabéns,5,positivo
"Estão faltando duas garrafas de vinho!!! A compra foram 6 e só veio 4.
Tomem providências
Atenciosamemte",1,negativo
Produto não recebido  Ainda não recebi o produto,1,negativo
"Ainda aguardando. Prometeram entregar esta semana. 
Na verdade em comprei em 7 de Março e nao de abril.",1,negativo
o produto chegou bem antes do prazo e veio direitinho.,5,positivo
"Boa noite, o produto ainda não foi entregue pelos correios. Acredito que a empresa deveria acompanhar essa entrega, visto que o prazo era longo e não foi cumprido. Aguardo algum retorno",1,negativo
"Boa loja e o produto é de boa qualidade, mas tive problemas com a entrega (Correios), o carteiro fez apenas uma tentativa de entrega e enviou o produto para uma agência, onde tive que ir retirar",3,neutro
O produto não funciona conforme o esperado. como áudio entre outros.,2,negativo
Gostei e recomendo.,5,positivo
Produto não entregue = consumidor insatisfeito. Preciso de retorno do stark se o produto ainda será entregue ou não.,1,negativo
"Produto não entregue no prazo e nenhuma satisfação nem do vendedor e nem só site, um absurdo pois já paguei a fatura do cartão e meu produto não chegou ainda, estou precisando do mesmo, insatisfeito.",1,negativo
Recomendo,4,positivo
Otimo vendedor,5,positivo
ENTREGA SUUUUPER RÁPIDA!!,5,positivo
O produto atendeu todas as minhas expectativas!,5,positivo
um dos melhores sites de compra,2,negativo
"Fiz o pedido de uma referência porém chegou outra.
Estou com dificuldade de resolver o problema.",1,negativo
"Entrega feita antes do previsto, produto excelente qualidade",5,positivo
"Chegou antes do prazo, tudo tranquilo !",4,positivo
"Não Recomendo Não tinha o produto em estoque e deixam disponível no site, agora tem que passar pelo transtorno de aguardar reembolso do valor.",1,negativo
Ok,5,positivo
pena que é muito pouco o produto e o frete é muito caro,1,negativo
ruim  comprei tapetes para meu carro e chegou uma capa para pneu do CrossFox... e até agora não tive nenhuma resposta do vendedor,1,negativo
Minha mercadoria nao chegou ainda,1,negativo
Muito bom Chegou antes do prazo esperado,5,positivo
Excelente recomendo otimo atendimento,5,positivo
ESTAVA PREVISTO PARA SER ENTREGUE DIA 12/09 E FOI ENTREGUE DIA 07/09.,5,positivo
Quando meu pedido vai chegar?,1,negativo
"Péssima qualidade, mais fácil ter comprado na 25, brinquedo descartável.",1,negativo
"NÃO PUDE IR BUSCAR Então eu não conseguir buscar o pacote no Correios, como eu faço agora? Pra pegá-lo de volta",3,neutro
Adorei o produto...ótima qualidade!! Recomendo.,5,positivo
Tudo que comprei ate agora chegou dentro das expectativas. Sem Problemas,5,positivo
Gostei de comprar muito bom recomendo,4,positivo
"SEGUNDO ITEM QUE COMPREI E NÃO RECEBI ATÉ AGORA.

O QUÊ ESTÁ ACONTECENDO ??????????????",3,neutro
Entrega no prazo e produto conforme especificações.,5,positivo
Adorei o produto.,5,positivo
Chegou muito rapido  Gostei da entrega . a unica coisa que não gostei é que o bocal de onde coloca a luz não está centralizado .,4,positivo
"Recebi o produto comprado, por um preço justo.",5,positivo
olha eu comprei dois produtos mas so foi entregue apenas um? espero que entregue a memoria tambem...30 dias pra intregar um simples produto e muito descaso com o cliente; acredito eu...,3,neutro
Entregue antes do prazo.....Muito bem.,5,positivo
Bom produto.,5,positivo
Não recebi o produto ainda.,1,negativo
produto excelente e chegou antes do prazo 😍,5,positivo
"olha recebi o produto,antes do previsto,mas não veio um manual,ai fica dificil, ja entrei em contatto com o empresario pelo facebook ,mas não obtive respostas",4,positivo
muito bom..,5,positivo
"Nao recomendo  Qualidade horrível, cor totalmente diferente da propaganda que mostra e fala. Fui obrigada a dar 1 estrela se nao, não enviaria a avaliação. Mais a nota de tudo é zero estrelas, zero em tudo",1,negativo
"Lindo relógio, perfeito. Recomento!!!!! Chegou dentro do prazo informado.",5,positivo
entra super rápida e ótimo atendimento!!,5,positivo
super recomendo,5,positivo
"lOJA PESSIMA, PAGUEI PELO FRETE E NÃO RECEBI A COMPRA, LIGUEI E NÃO OBTIVE NENHUMA EXPLICAÇÃO, TIVE QUE PAGAR UM NOVO FRETE PARTICULAR E AUTORIZAR UMA PESSOA IR ATE OS CORREIOS BUSCAR PRA MIM ABSURDO",1,negativo
Entregue no prazo e a embalagem estava um capricho. Obrigado,5,positivo
"O produto que comprei, modelo oval branco,recebi modelo redondo dourado. Pulseira correta.",3,neutro
Pedi 4 controles e recebi apenas 3. Estou aguardando se entregarão o outro nesses dias.,2,negativo
"faltou 3 unidades do que comprei, preciso saber o que houve.",1,negativo
Ótimo tudo correto.,5,positivo
"Entregue dentro do prazo, o produto correto, bem embalado, excelente experiência. Recomendo a loja.",5,positivo
"Positivo: Ótimo produto. Muito bem embalado.
Superou as expectativas.
Negativo: produto chegou entregue dentro do prazo, porém houve algumas ocorrências que o fizeram atrasar alguns dias.",4,positivo
"O pé do personagem veio descolando. Mas pelo preço , valeu.",4,positivo
Bom,4,positivo
"Otimo produto, entregue antes do prazo. Muito Bom",5,positivo
Chegou antes do prazo muito bom,5,positivo
EXCELENTE!!!,5,positivo
ainda não utilizei mas a entrega foi otima,5,positivo
Muito obrigado por cumprir a data,4,positivo
Ótima Ótima,5,positivo
tudo ok. produto e entrega dentro do proposto,5,positivo
muito bom ÓTIMO PRODUTO MUITO BOM....,4,positivo
Ótimo,5,positivo
"Adorei a Luminária, o produto chegou em perfeito estado, já está instalada... e pelo que eu pesquisei em outras lojas, o valor está excelente !!! produto de alta qualidade !!",5,positivo
Excelente!!,5,positivo
"Recebi o produto correto, sem demora
 e recomendo",5,positivo
Ótimo produto e a entrega foi bem rápida. Parabéns,5,positivo
Até o momento não recebi o produto nem nada que justificasse tal atraso.,1,negativo
"Recomendo  Recebi o produto antes mesmo do prazo, embalado perfeitamente com o produto escolhido sem problemas. Recomendo.",4,positivo
muito bom tudo certinho,5,positivo
"Muito boa a compra, dentro do prazo.",5,positivo
Perfeito Produto de qualidade,5,positivo
O produto chegou porém atrasadíssimo pq era presente,3,neutro
Tudo ok,5,positivo
Excelente,5,positivo
"Comprei 3 lustres, mas chegaram em caixas separadas e por enquanto só recebi 2 e o outro não chega nunca. O lustre é lindo!",4,positivo
Ótima empresa,5,positivo
"Produto correto, entrega no prazo. Vidro levemente lascado, defeito não sobressai nem afeta funcionamento. Ainda estou avaliando se o peso marcado não muda de uma hora para outra.",4,positivo
Eu recomendo esse parceiro entrega no prazo e produto muito bom ja estamos usando .Produto de confiança original preço muito bom.,5,positivo
Entrega antes do previsto. Produto atende a expectativa.,5,positivo
"Ótimo  Superou minhas expectativas, excelente produto e chegou antes do prazo.",5,positivo
"Produto de baixa qualidade, mas funciona.",3,neutro
Muito bom Estou satisfeito.,5,positivo
Tudo certo.,4,positivo
Comprei 2 mochilas de rodinhas solicitei a devoluçao de 1 ate agora nao tive resposta pra fazer a postagem pros correios sem contar que nao recebi o meu produto do cabelo o matizador,2,negativo
"Muito bonita a cortina, só deveria ser um pouco melhor o material desfia muito fácil ,mais pelo tá ótimo!!!",2,negativo
